Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, May 25",NYY,@,SDP,W,4.0,1.0,9.0,37-17,1.0,up 3.0,Stroman,Cease,Holmes,2:35,N,44845.0,1.00,4.0,
"Sunday, May 26",NYY,@,SDP,L,2.0,5.0,9.0,37-18,1.0,up 2.0,Estrada,Schmidt,Suarez,2:56,D,45731.0,.96,-1.0,
"Tuesday, May 28",NYY,@,LAA,L,3.0,4.0,9.0,37-19,1.0,up 1.5,Moore,Weaver,Estévez,2:25,N,34894.0,1.02,-2.0,
"Wednesday, May 29",NYY,@,LAA,W,2.0,1.0,9.0,38-19,1.0,up 1.5,Gil,Anderson,Holmes,2:23,N,34313.0,1.10,1.0,
"Thursday, May 30",NYY,@,LAA,W,8.0,3.0,9.0,39-19,1.0,up 2.0,Rodón,Sandoval,None,2:41,N,36312.0,1.02,2.0,
"Friday, May 31",NYY,@,SFG,W,6.0,2.0,9.0,40-19,1.0,up 2.0,Stroman,Hicks,None,2:24,N,35018.0,1.00,3.0,
"Saturday, Jun 1",NYY,@,SFG,W,7.0,3.0,9.0,41-19,1.0,up 2.0,Poteet,Webb,None,2:22,N,34487.0,.93,4.0,
"Sunday, Jun 2",NYY,@,SFG,W,7.0,5.0,9.0,42-19,1.0,up 3.0,Tonkin,Doval,Holmes,2:55,D,39485.0,.92,5.0,
"Tuesday, Jun 4",NYY,Home,MIN,W,5.0,1.0,9.0,43-19,1.0,up 2.5,Gil,Ober,None,2:22,N,37139.0,.95,6.0,
"Wednesday, Jun 5",NYY,Home,MIN,W,9.0,5.0,9.0,44-19,1.0,up 3.5,Rodón,Paddack,None,2:36,N,43202.0,.93,7.0,
"Thursday, Jun 6",NYY,Home,MIN,W,8.0,5.0,9.0,45-19,1.0,up 4.5,Weaver,López,Holmes,3:08,N,41380.0,.84,8.0,
