Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Thursday, Jul 4",BOS,@,MIA,W,6.0,5.0,12.0,47-39,3.0,7.5,Kelly,Andriese,Weissert,3:36,D,20539.0,.96,4.0,
"Friday, Jul 5",BOS,@,NYY,W,5.0,3.0,10.0,48-39,3.0,7.5,Slaten,Kahnle,Jansen,2:49,N,47158.0,1.20,5.0,
"Saturday, Jul 6",BOS,@,NYY,L,4.0,14.0,9.0,48-40,3.0,7.5,Hill,Bernardino,None,2:57,D,45504.0,1.23,-1.0,
"Sunday, Jul 7",BOS,@,NYY,W,3.0,0.0,9.0,49-40,3.0,7.5,Crawford,Gil,Jansen,2:23,N,45250.0,1.17,1.0,
"Tuesday, Jul 9",BOS,Home,OAK,W,12.0,9.0,9.0,50-40,3.0,6.5,Bello,Estes,None,3:05,N,31826.0,1.07,2.0,
"Wednesday, Jul 10",BOS,Home,OAK,L,2.0,5.0,9.0,50-41,3.0,6.5,Sears,Pivetta,Miller,2:46,N,32935.0,1.12,-1.0,
"Thursday, Jul 11",BOS,Home,OAK,W,7.0,0.0,9.0,51-41,3.0,5.5,Houck,Medina,Anderson,2:20,N,33512.0,1.11,1.0,
"Friday, Jul 12",BOS,Home,KCR,L,1.0,6.0,9.0,51-42,3.0,5.5,Ragans,Criswell,None,2:16,N,34894.0,1.35,-1.0,
"Saturday, Jul 13",BOS,Home,KCR,W,5.0,0.0,9.0,52-42,3.0,4.5,Crawford,Lugo,None,2:12,D,32378.0,1.32,1.0,
"Sunday, Jul 14",BOS,Home,KCR,W,5.0,4.0,9.0,53-42,3.0,4.5,Bello,Singer,Jansen,2:40,D,35351.0,1.39,2.0,
"Friday, Jul 19",BOS,@,LAD,,,,,,,,,,,,,,,,
"Saturday, Jul 20",BOS,@,LAD,,,,,,,,,,,,,,,,
"Sunday, Jul 21",BOS,@,LAD,,,,,,,,,,,,,,,,
"Monday, Jul 22",BOS,@,COL,,,,,,,,,,,,,,,,
"Tuesday, Jul 23",BOS,@,COL,,,,,,,,,,,,,,,,
"Wednesday, Jul 24",BOS,@,COL,,,,,,,,,,,,,,,,
"Friday, Jul 26",BOS,Home,NYY,,,,,,,,,,,,,,,,
"Saturday, Jul 27",BOS,Home,NYY,,,,,,,,,,,,,,,,
"Sunday, Jul 28",BOS,Home,NYY,,,,,,,,,,,,,,,,
